data_index,text,cluster
2601,a good battery would have saved his life.,52
2602,"he had cigarettes, but no battery.",47
2603,they say he has started fifteen big fires.,44
2604,he's been in jail three times already.,44
2605,why did they ever let him out?,2
2606,it's the law. they can't keep him in jail forever.,27
2607,why not? everyone knows he's a firebug. he loves to start fires.,49
2608,i don't know. sometimes the law doesn't make sense.,30
2609,but his latest fire killed someone.,8
2610,this time they have charged him with murder.,34
2611,so maybe he'll go to jail forever?,7
2612,i sure hope so.,10
2613,someone should set him on fire.,6
2614,put your seatbelt on.,8
2615,why?,2
2616,because it will protect you in case of an accident.,52
2617,but it's uncomfortable.,8
2618,it's the law.,8
2619,it's so much trouble.,6
2620,it's common sense.,6
2621,it's so tight that it's hard for me to breathe.,35
2622,hold your breath till we get there.,8
2623,"okay, my seatbelt is on.",42
2624,i'm glad you don't complain very much.,16
2625,what are you doing?,1
2626,i'm going to change the light bulb. it burnt out.,30
2627,what are you standing on?,7
2628,a couple of dictionaries and some textbooks.,44
2629,are you crazy?,1
2630,what's the matter?,7
2631,those books will slip and you'll fall.,34
2632,it's only a couple of feet.,8
2633,"what if you fall while you're holding the light bulb, and it breaks and pieces go into your eyes?",25
2634,i never thought about that.,16
2635,you'd be blind for the rest of your life!,21
2636,did you see that puddle of water on the floor?,7
2637,yes. i called for a clean-up.,16
2638,a puddle of water is very dangerous.,44
2639,it isn't easy to see.,8
2640,but it's real easy to slip on.,34
2641,especially on these slick floors.,8
2642,someone who slips could hurt their back.,8
2643,they could even crack their head open.,34
2644,we should stand here till the clean-up person gets here.,37
2645,we can leave if we put an orange cone here.,52
2646,"yes, but i don't know where the orange cones are.",19
2647,what happens when the fire alarm rings?,13
2648,we tell our students to leave the classroom.,34
2649,can they take their belongings?,7
2650,"yes, if they do it quickly.",12
2651,where do the students go?,2
2652,they go out to the north parking lot.,8
2653,what do the teachers do?,7
2654,we take our rosters to the parking lot and take roll.,52
2655,why do you do that?,1
2656,we want to make sure all the students are out of the building.,44
2657,"if they are all outside, then what?",57
2658,i have to go back upstairs.,35
2659,why? we're already late.,49
2660,i have to check the stove.,0
2661,what's the matter?,7
2662,maybe i left the burner on.,16
2663,"no, you didn't. i checked the stove before we left.",19
2664,are you sure?,2
2665,of course i'm sure.,10
2666,"well, i have to go back upstairs anyway.",59
2667,it's getting later every minute.,8
2668,i think i left the water running.,0
2669,the city is buying guns.,6
2670,what are they paying?,7
2671,"up to $200 for each gun, no questions asked.",42
2672,why are they doing this?,2
2673,they want to get guns off the street.,8
2674,who would turn in a gun for $200?,43
2675,that isn't a good deal?,51
2676,a good gun costs $400 or more.,37
2677,"well, if you bring your receipt, maybe they'll give you $400.",4
2678,i'll keep my receipt and my gun.,0
2679,i didn't know you had a gun.,16
2680,you're yawning.,8
2681,i sure am.,10
2682,you should go to bed.,6
2683,i will as soon as i finish this article.,16
2684,what are you reading?,7
2685,it's about crime in los angeles.,34
2686,what does it say?,7
2687,the mayor says the crime rate is going down.,44
2688,then why does everyone lock their doors?,2
2689,i guess they haven't read this article.,35
2690,no one believes that the crime rate is going down.,34
2691,people who live in california are crazy.,44
2692,why is that?,1
2693,because of all the earthquakes and fires.,52
2694,but big earthquakes happen only once in a while.,52
2695,once in a while is once too many.,34
2696,but you're right. there are a lot of fires.,54
2697,a recent fire destroyed 85 homes.,8
2698,"still, it's safer than florida.",47
2699,florida doesn't have earthquakes or fires.,52
2700,"no, florida just has hurricanes every year from june to october.",47
2701,but most of those hurricanes are harmless.,34
2702,i went to hawaii on vacation.,31
2703,did you like it?,2
2704,i loved it. i want to live there.,0
2705,what did you like?,1
2706,"the island is so green, and the water is so blue.",47
2707,did you go swimming?,2
2708,i went to the beach every day.,16
2709,how was the weather?,1
2710,it was hot and sunny every day.,34
2711,what did you do at night?,7
2712,at night i went out to eat. the food was delicious.,30
2713,i like this hotel.,10
2714,what do you like about it?,7
2715,we get a free breakfast.,44
2716,coffee and a roll?,7
2717,"no, a real breakfast.",47
2718,bacon and eggs?,7
2719,"with toast, ham, sausage, fresh fruit, and juice.",45
2720,wow! that is nice. let's stay for two nights.,8
2721,"and the rooms are clean, too.",42
2722,do they allow pets?,1
2723,"no pets, no smoking.",12
2724,i'm not sleeping here tonight.,10
2725,what's the matter? this is a nice room.,49
2726,"maybe the room is nice, but not the bed.",4
2727,what's wrong with the bed?,1
2728,look at this sheet.,8
2729,yes?,2
2730,see those stains?,1
2731,i sure do.,10
2732,i'm not sleeping on that sheet.,0
2733,"well, just call the front desk. they'll give us new sheets.",4
2734,i want sheets without stains on them.,16
2735,what time does your plane leave?,51
2736,it leaves at 12:15.,34
2737,when do you have to be at the airport?,51
2738,i have to be there two hours early.,16
2739,so we have to be at the airport at 10:15.,52
2740,that means we have to leave the house at 9:15.,52
2741,"well, it's an hour to get there, if there are no traffic problems.",45
2742,so maybe we better leave at 8:15?,51
2743,"yes, it's better to get there too early than too late.",47
2744,i agree.,0
2745,you never know what might happen on these freeways.,44
2746,i need to fly to new york.,10
2747,when are you going?,2
2748,during the christmas holidays.,34
2749,you'd better buy your ticket now.,6
2750,you must be kidding.,6
2751,"no, i'm not. it's march. time is running out. seats are selling out right now.",30
2752,i thought i would wait until october.,50
2753,i'll bet this is the first time you've ever flown during christmas.,0
2754,you're right.,6
2755,"well, listen to me. you need to buy a ticket now.",19
2756,but maybe prices will be cheaper in october.,34
2757,i hate flying.,0
2758,so do i.,6
2759,"a long time ago, flying used to be okay.",47
2760,now it's like riding a bus.,8
2761,you're jammed in with people all around you.,44
2762,"half of them are coughing, and the other half are sneezing.",47
2763,you don't have any elbow room or knee room.,34
2764,people are always getting up to use the bathroom.,44
2765,kids are crying or climbing over you.,6
2766,it's a flying zoo!,32
2767,i wish i could afford first class seats.,16
2768,some guy rowed across the atlantic ocean.,52
2769,good for him.,6
2770,why would he do that?,1
2771,did he set a new record?,1
2772,"yes, i think he did.",9
2773,"well, i guess that's why he did it.",19
2774,what's the point?,1
2775,now he has the world record!,32
2776,"but someone's going to break it, so what good is it?",57
2777,"well, he can enjoy it while it lasts.",42
2778,i don't think he even got paid for it.,0
2779,i want to go on a cruise ship.,16
2780,that sounds like fun. where do you want to go?,49
2781,i want to cruise to hawaii.,35
2782,"that should be a nice trip. lots of fun, and lots of food.",26
2783,i have no idea how much it will cost.,16
2784,i think it depends on the season and on your cabin.,35
2785,"well, of course i want to go when the weather is nice.",48
2786,"yes, you don't want to travel in winter storms.",42
2787,and i want to get a big cabin with a view.,31
2788,are you going to travel alone?,7
2789,"no, my sister and i will travel together.",48
2790,i hate to fly.,0
2791,because of all the security?,7
2792,"no, because it hurts my ears.",42
2793,what do you mean?,7
2794,"every time we land or take off, my ears hurt so much.",47
2795,"that's just the altitude change, i think.",11
2796,"whatever it is, it hurts.",4
2797,can't you take medicine or something for it?,7
2798,"i've tried everything, but nothing works.",9
2799,have you tried earplugs?,7
2800,"they don't work, either.",12
2801,spring break starts tomorrow.,34
2802,are you going to go anywhere?,1
2803,i was thinking of driving to arizona.,16
2804,to the grand canyon?,7
2805,yes. i've never been there.,41
2806,i was there when i was a kid.,50
2807,how did you like it?,2
2808,i loved it. i still remember how amazing it was.,0
2809,"i'm sure i'll like it, too.",29
2810,you should try riding a mule on a trail to the bottom.,44
2811,no way! i don't want to fall to my death.,31
2812,that hotel was terrible.,8
2813,the worst in the whole world.,8
2814,the walls were so thin.,8
2815,all day long we heard tvs or telephones.,44
2816,all night long we heard people snoring.,34
2817,housekeeping didn't give us fresh towels.,6
2818,room service brought us a cold dinner.,8
2819,our nonsmoking room stunk of cigarette smoke.,8
2820,our room was right next to the elevator and the ice machine.,44
2821,they added phony charges to our bill.,34
2822,how did we end up in that terrible hotel?,1
2823,i have to hang up. i'm so sleepy.,0
2824,it's not even 10 o'clock.,6
2825,i'm falling asleep on the phone.,16
2826,you got up real early.,34
2827,i had to take my friend to the airport.,35
2828,why didn't you take a nap when you got home?,51
2829,i didn't get home until 30 minutes ago.,0
2830,why is that?,1
2831,there was a bomb threat at the airport.,52
2832,only a threat?,7
2833,"yes, but i was stuck there all day while they looked for the bomb.",48
2834,"my dad went to washington, d.c.",26
2835,why did he do that?,1
2836,"he was invited, along with about 90 other veterans.",47
2837,who invited them?,2
2838,some private organization.,44
2839,why did they invite him?,2
2840,to thank him and all the other soldiers who served in world war ii.,52
2841,that's very nice.,8
2842,my dad got to see the beautiful new world war ii monument.,44
2843,that trip must have cost a lot of money. ,44
2844,"that was a great trip to washington, d.c.",47
2845,"tell me about it, dad.",48
2846,about 90 of us world war ii veterans got on the plane at 8 a.m.,44
2847,how long was the flight?,2
2848,it only took about two hours.,34
2849,did you take pictures at the world war ii monument?,51
2850,"oh, yes. we all took lots of pictures.",26
2851,then you flew back home that evening?,7
2852,"yes. when we landed, tv reporters and the army band were there.",47
2853,that must have made you feel really special.,52
2854,"oh, it did. there were about 300 people there to honor us.",4
2855,i need a job.,0
2856,i thought you had a job.,16
2857,i did.,10
2858,what happened?,7
2859,i got laid off.,0
2860,that's terrible! when did it happen?,7
2861,i got laid off last week.,16
2862,just you?,2
2863,"no, ten of my coworkers got laid off, too.",4
2864,what are you going to do?,1
2865,i'm looking in the newspaper for a job.,16
2866,"before you go to that interview, check yourself.",4
2867,what's to check?,1
2868,are your nails clean?,7
2869,"yes, they are.",12
2870,did you double-check your nose and teeth?,43
2871,"they are clean, too.",4
2872,did you shine your shoes?,2
2873,my shoes are shined.,6
2874,do your socks match?,1
2875,of course they match.,8
2876,"no, they don't. one is black and one is dark blue.",26
2877,life is hard.,8
2878,it sure is.,6
2879,i thought school was hard.,0
2880,"me, too. i couldn't wait to graduate.",48
2881,"but now work is hard, too.",4
2882,i agree. work is just as hard as school.,31
2883,sometimes i wish i was back in school.,50
2884,"me, too. school was fun.",15
2885,and it was only 12 years.,34
2886,it went by pretty fast.,8
2887,but work goes on forever!,21
2888,i'm sleepy.,10
2889,so am i.,6
2890,i had a long day.,35
2891,so did i.,6
2892,i didn't even have lunch.,0
2893,neither did i.,6
2894,i was busy the whole day.,0
2895,so was i.,6
2896,i had to bring work home with me.,50
2897,i did too.,10
2898,your day was just like mine.,8
2899,i don't like my job.,10
2900,what do you do?,1
2901,i'm a babysitter.,16
2902,is that a lot of work?,7
2903,babies cry all the time.,34
2904,you have to change their diapers.,44
2905,i have to feed them.,0
2906,are you looking for another job?,1
2907,"no, i'm looking for another family.",48
2908,another family?,7
2909,a family with only one baby.,44
2910,i need a job.,0
2911,what was your last job?,7
2912,i was a painter.,16
2913,what happened?,7
2914,i got laid off because there was no work.,16
2915,what else can you do?,7
2916,i'm a handyman.,35
2917,can you fix a dripping faucet in a kitchen sink?,13
2918,of course.,6
2919,then i have a job for you in my kitchen.,16
2920,it will cost you only $20 plus parts.,37
2921,what would you do if you lost your job?,1
2922,i have no idea. i've been here for 20 years.,16
2923,do you have any other skills?,7
2924,"well, i know how to flip hamburgers.",19
2925,no one would hire you to flip hamburgers.,8
2926,have you heard something that you're not telling me?,38
2927,what do you mean?,7
2928,are there going to be layoffs at this place?,51
2929,i certainly hope not!,18
2930,"if you got laid off, you'd be flipping hamburgers, too.",45
2931,"oh great, we could both work at burger king.",42
2932,do your students ever talk about their jobs?,7
2933,"yes, and they ask me what jobs are the best.",11
2934,i tell my students to become a teacher.,16
2935,teaching is a great job.,44
2936,it's the best job i've ever had.,0
2937,what makes it so good?,7
2938,"for me, it's the students.",9
2939,what do you mean?,7
2940,i mean i have wonderful students.,0
2941,that must be nice.,8
2942,teaching is the best part of my whole day.,44
2943,"boy, i'm glad that job is finished.",48
2944,how long did it take?,1
2945,"four hours, without a break.",42
2946,it's always nice to finish a job.,44
2947,"well, it's good and bad.",42
2948,what's bad about it?,51
2949,"when you finish, all you do is start another job!",59
2950,"yes, that's right. it does get boring.",4
2951,"especially if it's the same work, over and over.",47
2952,but that's what most people do.,34
2953,"yes, i guess most of us are stuck in a routine.",19
2954,i think i have the worst boss in the world.,0
2955,what makes him so bad?,51
2956,he's rude and he yells a lot.,34
2957,that's hard to take.,44
2958,i've never heard him say please or thank you.,31
2959,he sounds like a real jerk.,34
2960,no one at work likes him.,8
2961,can't you report him to his supervisor?,1
2962,"of course not. if i do that, i'll lose my job.",28
2963,"yes, they don't like troublemakers or complainers.",42
2964,"i can't quit, because i'm making a good salary.",11
2965,what are we going to do?,1
2966,about what?,7
2967,about finding a job for me.,16
2968,you don't need a job. i make enough money for both of us.,30
2969,that doesn't matter. i don't want to sit around.,31
2970,"okay, what kind of job do you want?",25
2971,i'm not sure.,10
2972,"well, you should do something that you enjoy.",4
2973,i enjoy selling. i was born to sell.,0
2974,"okay, what do you want to sell?",25
2975,cigarette lighters. i'll make a fortune.,16
2976,a new hotel is looking for workers.,8
2977,"yes, i saw it on the tv news.",9
2978,they need 300 new workers.,6
2979,"and 4,000 people showed up.",4
2980,so many people are out of work.,8
2981,"i still have my job, thank goodness.",48
2982,"so do i, but i'm worried.",29
2983,me too. there are no guarantees.,30
2984,"if you lose your job, you can move in with me.",19
2985,"oh, thank you. that's very nice of you.",26
2986,you would do the same for me.,0
2987,i think i did something real stupid.,50
2988,what did you do?,1
2989,i bought some stock.,10
2990,everybody buys stock.,6
2991,i bought it on a hunch.,0
2992,you didn't read about the company first?,51
2993,i didn't have to. it's been in business for 60 years.,30
2994,so what's the problem?,1
2995,i used all my savings on this one company.,35
2996,you put all your eggs into one basket.,34
2997,"if the company goes out of business, i'll have nothing.",48
2998,i was going to be a doctor.,0
2999,what happened to your plans?,51
3000,i got a d in college chemistry.,0
3001,"well, a d is better than an f.",47
3002,a tutor helped me get the d!,18
3003,"so, you didn't become a doctor.",4
3004,and now i'm glad that i didn't.,16
3005,why's that?,1
3006,a hospital is the most dangerous place in the world.,52
3007,"oh, yes, because of all the killer germs.",45
3008,"if you're a smart doctor, you stay away from hospitals.",52
3009,i want to be a mail carrier when i grow up.,16
3010,why?,2
3011,because you get to meet a lot of people.,34
3012,you sure do.,6
3013,and you get a lot of exercise every day.,44
3014,that's the truth.,8
3015,and you get to play with a lot of dogs.,44
3016,"well, you're supposed to be working.",12
3017,"yes, but i will always pet the friendly dogs.",48
3018,what about the unfriendly dogs?,7
3019,"i think if you are friendly to dogs, they are friendly to you.",9
3020,i want to move to new york.,0
3021,to the state or the city?,1
3022,"to the city, of course.",12
3023,why do you want to move there?,1
3024,because i want to make a lot of money.,31
3025,there are a lot of poor people in new york.,8
3026,there sure areÂ—at least a million.,52
3027,so how do you plan to become rich?,1
3028,i will knock on the doors of all the corporations.,16
3029,that won't make you rich. nobody will talk to you.,27
3030,i will keep knocking on doors.,10
3031,i love salads.,16
3032,me too.,10
3033,i usually eat a simple salad.,31
3034,what do you put in it?,1
3035,"just lettuce, tomato, and celery.",45
3036,that's it?,1
3037,i add some pepper and salt.,35
3038,i always put cheese in my salads.,31
3039,"yes, cheese is nice.",12
3040,what kind of dressing do you use?,1
3041,i pour lots of french dressing on top.,10
3042,i love cheese.,10
3043,me too.,10
3044,where does cheese come from?,2
3045,it comes from cows.,6
3046,"so we get cheese from cows, and we get milk, too?",36
3047,"yes, we do.",12
3048,what else do we get from cows?,1
3049,we get hamburgers and steak.,44
3050,"oh, that's so delicious.",4
3051,we also get leather.,34
3052,"we get a lot of things from cows, don't we?",36
3053,i used to work in a deli.,0
3054,how did you like it?,2
3055,i loved it!,18
3056,did you get free food?,2
3057,i ate free cheese and meat every day.,31
3058,that sounds like a great job.,44
3059,"whatever a customer ordered, i sliced off a little more for me.",56
3060,did you get fat?,1
3061,"no, but i did put on a few pounds.",19
3062,that sounds like a dream job.,44
3063,"it was, until one day my manager caught me.",11
3064,i'm on a new diet.,0
3065,what are you eating now?,7
3066,i switched from pasta to potatoes.,35
3067,why did you do that?,1
3068,pasta is processed food. potatoes are natural food.,3
3069,natural food has more vitamins.,52
3070,and it's just as easy to prepare.,52
3071,how do you prepare the potatoes?,7
3072,"i wash them, and then steam them for 15 minutes.",11
3073,that's pretty simple.,8
3074,"then i add butter, salt, and pepper.",48
3075,my girlfriend's mom got mad at me at the dinner table.,31
3076,why was that?,1
3077,i sprinkled salt and pepper on the food before i tasted it.,16
3078,what's the matter with that?,51
3079,her mom is a great cook.,34
3080,"so, a little salt and pepper never hurt anything.",47
3081,it hurt her feelings.,6
3082,oh.,6
3083,"i apologized to her, but i could tell she was still upset.",28
3084,maybe you shouldn't eat there again.,52
3085,i'm sure everything will be okay in a day or two.,35
3086,i eat the same thing every day.,35
3087,you're kidding.,6
3088,"no, i'm serious.",9
3089,doesn't that get old?,1
3090,"no, because i'm eating food that i like.",56
3091,but the same thing day after day gets old.,52
3092,"well, i guess if it ever does get old, i'll change to something different.",19
3093,do you eat fruits and vegetables every day?,13
3094,"no, i hate vegetables.",48
3095,but you eat fruits.,8
3096,"i eat two apples, one banana, and one orange every day.",59
3097,there's something wrong with my orange.,8
3098,what's wrong?,1
3099,it's not orange!,32
3100,your orange isn't orange?,7
3101,"no, it's dark pink!",45
3102,are you sure? i never heard of such a thing.,23
3103,"i just peeled it, and i'm looking at it right now.",56
3104,"let me see. yes, you're right. your orange is pink.",15
3105,who ever heard of such a thing?,7
3106,"oh, look. here's the little sticker that was on it. it's called a pink navel.",26
3107,what is this world coming to?,1
3108,i love peanuts.,0
3109,"me, too. i love them roasted and salted.",48
3110,i love boiled peanuts.,0
3111,boiled? i never heard of that.,23
3112,just boil raw peanuts in salt water until the shells are soft.,52
3113,i'll have to try them sometime.,0
3114,they're best when they're hot.,6
3115,my brother is allergic to peanuts.,34
3116,that's not good.,8
3117,"no, it isn't. he almost died when he was little.",4
3118,i guess he has to be very careful about what he eats.,31
3119,i'm gaining weight.,0
3120,how much have you gained?,7
3121,three pounds just this month.,6
3122,do you know why?,2
3123,i think it's the ice cream.,0
3124,you started eating ice cream?,51
3125,it was on sale.,8
3126,how much did you buy?,2
3127,i filled up my freezer with ice cream.,0
3128,"well, it won't last forever.",4
3129,"no, i figure i'll finish it all by next week.",28
3130,i'm stuffed.,10
3131,of course you are. you ate everything on the table.,8
3132,i don't like to eat leftovers.,0
3133,i'm glad to hear there's something you don't like to eat.,35
3134,i like my food hot and fresh.,0
3135,you like to see it disappear.,34
3136,i don't like it reheated.,0
3137,"well, you'll have hot fresh food tomorrow night.",4
3138,i'm so full i'm going to burst.,10
3139,you should loosen your belt.,6
3140,i already loosened my belt and unbuttoned my pants.,31
3141,i saw what you did.,0
3142,i didn't do anything.,0
3143,"oh yes, you did.",12
3144,what are you talking about?,51
3145,you know what i'm talking about.,35
3146,i don't have any idea.,35
3147,you know what you did.,8
3148,"maybe i know, but how could you know?",46
3149,because i was watching you.,16
3150,"okay, i'm sorry i did it.",28
3151,don't drink milk out of the carton. use a glass!,37
3152,i like that shirt.,0
3153,so do i.,6
3154,how much is it?,2
3155,i don't know. the tag is missing.,30
3156,ask the clerk.,8
3157,i will.,10
3158,"oh, look. here's another shirt just like it.",4
3159,does it have a price tag?,51
3160,"yes, it does. it's only $20.",15
3161,that's a great price.,44
3162,i think i'll buy both of them.,10
3163,i bought you a pair of pants.,35
3164,thank you.,8
3165,i hope they fit.,10
3166,i hope you kept the receipt.,10
3167,you think they won't fit?,2
3168,i think i've put on some weight.,10
3169,you think?,2
3170,maybe a pound or two.,34
3171,maybe four or five pounds?,1
3172,my waist is bigger than it was.,34
3173,no problem. these pants have an elastic waistband.,44
3174,what do we need to buy?,1
3175,let me look at our list.,0
3176,i know that we need milk.,0
3177,nonfat.,8
3178,of course. what else?,14
3179,"we need cheese, bread, and ham.",45
3180,what kind of cheese?,1
3181,swiss.,6
3182,"of course, the cheese with holes in it.",12
3183,i never used to buy swiss cheese.,10
3184,why not?,2
3185,i need some pants.,0
3186,i thought you just bought a pair.,16
3187,i did.,10
3188,what's wrong with them so soon?,1
3189,"the pants are fine, but the pocket has a huge hole in it.",47
3190,you shouldn't carry your keys and pens in your pocket.,34
3191,but that's what pockets are for.,34
3192,you should carry them in a purse.,34
3193,"i'm a man, and men don't carry purses!",59
3194,"well, you should buy pants with stronger pockets.",4
3195,i would if i could find someone who makes strong pockets.,50
3196,what are those wipes for?,1
3197,you use them to wipe the handle of the shopping cart.,34
3198,that's a great idea.,52
3199,"yes, all the markets just started offering wipes to shoppers.",47
3200,i'm going to take five wipes.,0
3201,what do you need five of them for?,1
3202,"one to wipe the handle, and the others to wipe the produce.",42
3203,what's the matter with the produce?,7
3204,do you think the bananas fell from the sky?,13
3205,what do you mean?,7
3206,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.",59
3207,did you go to the 99 cents store?,2
3208,"yes, i did.",9
3209,what did you buy?,1
3210,"well, i got a lot of good deals, as usual.",11
3211,like what?,1
3212,"well, a dozen large eggs were only 99 cents.",42
3213,that's a good deal.,44
3214,and a one-pound tub of soft butter was the same price.,37
3215,another good deal.,34
3216,but the best deal was five pounds of potatoes for 99 cents.,34
3217,i don't know how that store makes money.,16
3218,i need a new computer.,0
3219,what's the matter with yours?,7
3220,it's six years old.,8
3221,that's pretty old.,8
3222,"it still works, but i'm going to give it to a charity.",48
3223,are you going to buy a desktop or laptop?,7
3224,"oh, a laptop, of course.",45
3225,a pc or a mac?,51
3226,i haven't decided yet.,0
3227,more and more people are using macs.,34
3228,but 90 percent of the world uses pcs.,6
3229,i got ripped off.,10
3230,what happened?,7
3231,"i had a car problem, so i went online.",56
3232,did you find a solution?,1
3233,"yes, i did. a site i went to said they would send me the solution.",28
3234,"so, what's the problem?",36
3235,"i sent them $20 using my credit card, but they never sent me the solution.",28
3236,what are you going to do?,1
3237,i sent them an email asking for my money back.,31
3238,have you heard from them?,7
3239,not yet. it's been a week.,54
3240,where's the pencil sharpener?,1
3241,which one?,2
3242,any one. i need to sharpen this pencil.,30
3243,i think there's one on the dining room table.,0
3244,i already looked there.,16
3245,did you look in the desk drawer?,1
3246,"yes, i looked there, too.",9
3247,don't we have about five sharpeners?,51
3248,"yes, but they seem to have legs.",4
3249,tomorrow i'm going to buy an electric sharpener.,16
3250,get one with the rubber suction cups on the bottom.,6
3251,i'm trying to stretch my dollars.,0
3252,how are you doing that?,1
3253,i started shopping at the dollar store.,35
3254,that saves a lot of money.,44
3255,i bought three pounds of potatoes for a dollar.,35
3256,that's a good deal.,44
3257,"yes, even though some of the potatoes had eyes.",42
3258,just put them in the fridge.,6
3259,"also, i bought a can of cheap coffee and a bag of good coffee.",59
3260,why did you do that?,1
3261,i mixed them together.,10
3262,i really like this house.,0
3263,can we afford it?,7
3264,they want 20 percent down.,8
3265,that's a lot of money.,34
3266,but the house is so nice.,6
3267,it's in a great neighborhood.,34
3268,it's close to the beach.,8
3269,it's close to the freeways.,8
3270,it's got a big yard.,34
3271,"the kids love the house, too.",12
3272,"if we don't buy it, someone else will.",12
3273,we can't afford this house.,34
3274,are you sure?,2
3275,"we will be house rich, but cash poor.",4
3276,what do you mean?,7
3277,our monthly payments will be too high.,8
3278,we won't have any money for other things?,7
3279,"no, we won't have money for gas or food.",42
3280,we'll be eating peanut butter sandwiches?,51
3281,without the peanut butter!,32
3282,that's no good!,32
3283,we have to find a cheaper house.,44
3284,that is a beautiful house.,44
3285,i don't like it.,10
3286,what's the matter with it?,7
3287,it's on the corner.,6
3288,so?,2
3289,that means it gets twice as much traffic.,52
3290,you're right.,6
3291,"when you're inside, you will always hear cars stopping and stopping at the intersection.",52
3292,or you'll hear the collision if someone doesn't stop.,8
3293,or you'll see the collision if they crash into the house.,8
3294,let's find a house that's at the end of a dead end.,52
3295,i hate looking for an apartment.,31
3296,"me, too.",9
3297,we have a 2 o'clock appointment to see the one on main street.,52
3298,we'd better get ready to go.,8
3299,it's an upstairs unit.,34
3300,"that's good, because i don't want to live under people with loud feet.",11
3301,and it's a corner unit.,34
3302,that's great. we won't have neighbors on both sides of us.,27
3303,no pets are allowed.,8
3304,perfect. we don't have to listen to barking dogs.,8
3305,and there are only six units in the whole building.,8
3306,did you call the manager?,51
3307,yes. he said he'd come over tomorrow.,54
3308,did he say what time?,7
3309,yes. he said he'd be here at 9 o'clock.,8
3310,did he understand what the problem is?,7
3311,yes. i told him our doorbell doesn't work.,41
3312,it shouldn't take him long to fix it.,8
3313,i don't even know why we need to fix it.,10
3314,in case we have visitors.,34
3315,but they can just knock on the door.,8
3316,"actually, i want him to look at our carpet, too.",11
3317,do you like this house?,2
3318,"yes, it's beautiful.",4
3319,it's perfect for us and the kids.,8
3320,"three bedrooms, three bathrooms, and a big back yard.",47
3321,and we can afford it!,32
3322,so are we going to buy it?,2
3323,i'm afraid not.,16
3324,"it's too far from your job, isn't it?",36
3325,i can't spend four hours on the road every day.,35
3326,"by the time you get home, you'll be too tired to even eat.",4
3327,i won't be able to play with the kids.,16
3328,"boy, it's chilly outside, isn't it?",36
3329,it sure is.,6
3330,"in fact, it's chilly in the apartment, too.",45
3331,let's turn on the heat.,8
3332,i'll check to make sure that all the windows are shut.,35
3333,it should be warmer in a few minutes.,34
3334,it's so nice to have a heated apartment.,52
3335,how did they survive in the old days?,1
3336,they had fireplaces.,34
3337,someone had to chop the wood.,8
3338,and carry it into the house.,34
3339,this is a nice neighborhood.,8
3340,the streets are clean and quiet.,34
3341,the neighbors don't party on the weekends.,8
3342,people take care of their lawns.,44
3343,no rusty old cars are sitting in the front yards.,34
3344,we never have to call the police about anything.,52
3345,our kids are completely safe.,8
3346,so why are we selling our house?,2
3347,they're building a 3-story apartment building on the corner.,37
3348,so we've got to sell before property values go down?,1
3349,yes. i still can't believe our city council allowed this building.,30
3350,that was a huge fire in santa barbara.,52
3351,"yes, it was.",12
3352,they said about 30 houses burned to the ground.,34
3353,and they were expensive houses.,8
3354,i feel so sorry for those people.,10
3355,why feel sorry for rich people?,2
3356,i feel sorry for anyone who loses their home.,0
3357,"so do i, but not if they're rich.",9
3358,what does that have to do with it?,51
3359,rich people think they're better than us.,8
3360,how many rich people do you know?,1
3361,bears are invading our neighborhoods.,34
3362,of course they are. they're starving to death.,8
3363,they should stay in the woods where they belong.,8
3364,there's no food in the woods.,6
3365,can't they eat grass?,51
3366,do you think a bear is a cow?,51
3367,"well, i've seen them eating berries.",19
3368,berries aren't in season all year round.,44
3369,it's too dangerous for kids and pets.,34
3370,people need to cover their trash cans.,34
3371,the police need to shoot all the bears.,34
3372,who did you vote for?,2
3373,i voted for obama.,16
3374,me too.,10
3375,he will be a great president.,34
3376,everyone likes him.,6
3377,he's a good speaker.,34
3378,and he's really smart.,44
3379,he will solve our problems.,6
3380,he will end the war.,8
3381,the next four years will be good years.,34
3382,"i'll vote for him next time, too.",9
3383,the election is next week.,6
3384,who are you voting for?,2
3385,i'm not voting for the mayor.,0
3386,why not?,2
3387,he made promises that he didn't keep.,34
3388,like what?,1
3389,"he promised to hire 1,000 more police officers.",12
3390,how many did he hire?,1
3391,one hundred!,21
3392,maybe he had a good reason.,52
3393,maybe he's just a liar.,44
3394,i can't believe he won the election.,0
3395,only 15 percent of the voters turned out.,6
3396,that is a joke.,34
3397,"voting is so important, but people don't bother.",4
3398,many people think their vote doesn't matter.,34
3399,"the mayor won by only 2,000 votes.",4
3400,we're stuck with him for four more years.,8
3401,voting is so easy. you can even mail your ballot in.,34
3402,all you have to do is vote and put a stamp on it.,52
3403,how easy is that?,7
3404,i guess people just don't care.,0
3405,"well, we have a new president.",42
3406,but we have the same old problems.,34
3407,"well, he's made a few changes.",47
3408,like what?,1
3409,i think he closed the bowling alley in the white house.,0
3410,"oh, yeah. he's changing it to a basketball court.",47
3411,who's paying for that?,7
3412,i think we are!,18
3413,"well, that's okay, as long as it helps him relax and think more clearly.",47
3414,"yes, we need a relaxed president who thinks clearly.",47
3415,do any other world leaders have a basketball court?,39
3416,people say that everybody loves obama.,52
3417,"well, more than 50 million people voted for mccain.",42
